task_id,image_id,phrase
2316927__2726390_3312290,2316927,elephant
2360592__787152,2360592,window of suv
2360592__787158_787158,2360592,wall
2360592__3891760,2360592,pavement
2360592__787155,2360592,yellow parking meter
2360593__2594487,2360593,long haired woman
2360593__2595664,2360593,brown building
2360593__2061140,2360593,long boot
2360600__2375904,2360600,flagged street sign
2360600__3760318,2360600,white fence
2360600__2014796,2360600,green tree
2360600__2599030,2360600,trees behind fence
2360600__1964356,2360600,horses head
2360613__787038,2360613,flying kites
2360613__787035,2360613,long string
2360613__787036,2360613,clearn sky
2360614__1679615,2360614,wii controller over head
2360614__2424821,2360614,wall
2360614__2655781,2360614,sofa
2360614__3891753,2360614,lamp leaning against wall
2360614__1951820,2360614,coffee table
2360614__3760186,2360614,white wii controller
2378219__1962504,2378219,blade
2378219__1989241,2378219,grilled bread
2378219__2132245,2378219,silver knife
2378227__714725,2378227,calm water
2378227__714728,2378227,dark poles
2378229__1795020,2378229,building
2378229__3671298,2378229,background
2378229__2440629,2378229,screen window
2378268__1867614,2378268,face of toddler
2378268__2248214,2378268,hands in frosting
2378268__3671023,2378268,high chair
2378268__2370849,2378268,yellow wall
2378268__1897647,2378268,hand
2378268__1867613,2378268,toddler
2378287__3670860,2378287,orange stripe
2378287__1863011,2378287,black plane
2378287__2290320,2378287,wheels on wing
2378287__3836751,2378287,blue engine
2378287__2032491,2378287,steps
2378287__3836748,2378287,stairs
2378295__714549,2378295,lines on street
2378295__714554,2378295,brown roof
2360637__2350720,2360637,black shoe
2360637__3760033,2360637,sand
2360637__2014727,2360637,shirt
2378302__560497,2378302,obscured log
2378302__560513,2378302,enclosed area
2378302__560505,2378302,grate
2378306__560483,2378306,white shirt
2378306__560487,2378306,basket
2378306__560489,2378306,white socks
2378306__560491_560491,2378306,ground
2378319__1668599,2378319,white van
2378319__2340261,2378319,dog
2378319__2520913,2378319,car on road
2378319__2234677,2378319,brown sign
2378319__3836664,2378319,people walking on road
2378319__2362304,2378319,floppy ears
2378339__2143722,2378339,people
2378339__2016710,2378339,black bag
2378339__3836646,2378339,large crowd
2378339__1884252,2378339,someone's head
2378339__1958377,2378339,grass
2378339__1829439,2378339,omaha baseball player
2378368__560110,2378368,loose snow
2378368__560107,2378368,watching couple
2378368__560106,2378368,something holding kite
2378368__560116,2378368,long string
2378373__1957266,2378373,head
2378373__1966308,2378373,ground
2378373__2121517,2378373,white ears
2378373__1961638,2378373,green bush
2360653__2055415,2360653,white wrapper
2360653__1795323,2360653,bowl
2360653__3533543,2360653,green print
2360653__2569323,2360653,green lettuce
2378391__1934424,2378391,steel fence
2378391__2646432,2378391,green sign
2378391__3688289,2378391,house
2378391__2552054,2378391,iron railing
2378391__2400316,2378391,tall pole
2378391__2343650,2378391,metal post
2360656__1785110,2360656,man wears shoes
2360656__1700527,2360656,blue shorts
2360656__2102862,2360656,white letters
2360656__2254094,2360656,black tennis racket
2378398__1886934,2378398,white snow
2378398__2575286,2378398,small cabin
2378398__2787785,2378398,people playing in snow
2378441__714325,2378441,golden beer
2378441__714331,2378441,yellow plant
2378441__714339,2378441,brown napkin
2378441__714343,2378441,wall
2378441__714338,2378441,red napkin
2378441__714329,2378441,metal chair
2378462__2575652,2378462,flower with petals
2378462__2575651,2378462,flower in vase
2360674__786613,2360674,white surfboard
2360674__786618,2360674,splash
2360674__786617,2360674,white ocean
2360674__786610,2360674,surfing surfer
2360674__786619,2360674,choppy water
2360676__2187934,2360676,white horse
2360676__2564427,2360676,field
2360676__3533492,2360676,red carpet worn on elephant
2360678__786581,2360678,pine tree
2360678__786587,2360678,skiing people
2360678__786588,2360678,background house
2360678__786591,2360678,path
2378505__1949923_1893282,2378505,woman
2378505__2603895,2378505,thinning hair
2378505__1864694,2378505,television in front of drapes
2378505__3669187,2378505,black shirt
2378505__1864695,2378505,drapes
2378513__2403662,2378513,leg
2378513__2839861,2378513,back
2378513__3463976,2378513,ear of an elephant
2378513__2252585,2378513,yellow green leaves
2378513__3510075,2378513,belly
2378513__3080898,2378513,elephant
2378516__3669082,2378516,dark blue
2378516__2312415,2378516,blue sky
2378516__3669086,2378516,structure
2360683__2165548,2360683,basket
2360683__2683278,2360683,suv
2360683__1750141,2360683,opening building
2378530__2401988,2378530,curtains
2378530__1939384,2378530,picture
2378530__3836234,2378530,open door
2378530__2811518,2378530,white wall
2378530__2755032,2378530,yellow sign
2378531__3668957,2378531,wheels on plane
2378531__2675846,2378531,green grass
2378531__2637311,2378531,green bushes
2378531__2299389,2378531,plane
2378531__2289923,2378531,small airplane
2378531__1764422,2378531,white line
2378539__559156,2378539,red blanket
2378539__559153,2378539,sheer curtains
2378539__559165,2378539,bed
2378539__559159,2378539,light on wall
2378539__559155,2378539,brown desk
2378539__559182,2378539,wooden stand
2378566__1884528_2590351,2378566,girl
2378566__2509334_1806599,2378566,fence
2378589__1732373,2378589,bird on top post
2378589__2451877,2378589,faucet
2378589__1748786,2378589,tree on background
2378589__2405204_2583303,2378589,birds
2378589__2605013,2378589,gold handle
2378596__3198316,2378596,green street signs
2378596__1943913,2378596,white words
2378596__3160661_3160659_3160660,2378596,white cloud
2360700__2217738,2360700,head
2360700__1907106,2360700,shirt
2360700__1777388,2360700,tennis shoe
2360700__1728194,2360700,guy holding racket
2360700__1718430,2360700,black bag
2378614__558734,2378614,green grass
2378614__558742,2378614,clear sky
2378614__558735,2378614,venting steam
2378614__558752,2378614,cement overpass
2378623__713940,2378623,red top
2378623__713947,2378623,black jacket
2378623__713930,2378623,man holding carrots
2378623__713935,2378623,small house
2378623__713933,2378623,carrots in hand
2378623__713938,2378623,young girl
2360703__3533465,2360703,welcome mat
2360703__3462008_2159645_3533459,2360703,white wall
2360703__2678689,2360703,white table top
2378630__1878373,2378630,tall base
2378630__2695706,2378630,handle
2378630__2404646,2378630,square base
2378634__2569686,2378634,woman
2378634__3668082,2378634,green shirt
2378634__2550064,2378634,empty glasses
2378634__2268027,2378634,table
2378637__558451,2378637,wearing man
2378637__558449,2378637,sitting laptop
2378637__558450,2378637,white shirt
2378637__558445,2378637,mouth of person
2378637__558447,2378637,winds words
2378637__558453,2378637,white letter
2378640__1845772,2378640,brocolli
2378640__2368560,2378640,large plants
2378640__1697180,2378640,leaves
2378640__1977599,2378640,part
2378652__3836075,2378652,traffic sign
2378653__1366639,2378653,potted plant
2378653__1366633,2378653,face has hair
2378653__1366621,2378653,brown straps
2378653__1366616,2378653,black eyes
2378656__1366599_1366599,2378656,tires
2378656__1366597,2378656,printed words
2378656__1366602,2378656,stand
2378660__1366565,2378660,red edge
2378660__1366553,2378660,slimy noodles
2378676__1366274,2378676,thumb
2378676__1366287,2378676,left handed person
2378676__1366279,2378676,pinky finger
2378678__4620533,2378678,trees
2378678__4620527,2378678,house
2378678__4620538,2378678,several people
1592255__4298726,1592255,standing man
1592255__4436851,1592255,a meat cleaver on a chopping board
2360716__2327506,2360716,wooden piano
2360716__2355103,2360716,covered table
2360716__2094013,2360716,smiling girl
2360716__2180672,2360716,round cake
1592262__1608290,1592262,curb
1592262__3709117,1592262,pole
1592262__1608288,1592262,clouds
1592262__1608291,1592262,street lamp
1592265__4437193,1592265,building
1592265__4437229,1592265,red bus
1592265__4437177,1592265,sidewalk
1592265__4437239,1592265,garbage piling up sidewalk
1592265__4437231,1592265,black fence
1592266__4437244,1592266,glass building
1592266__4437269,1592266,door
1592266__4437276,1592266,yellow flowers
1592266__4437265,1592266,storefront
1592266__4437277,1592266,window
1592266__4437245,1592266,window pane
1592270__1608296,1592270,short
1592270__3611812,1592270,window
1592270__1608295,1592270,man pulling cover
1592270__3611801,1592270,flat tv
1592270__1608297,1592270,blinds on front of window
1592293__4438548,1592293,mostly clear sky
1592293__4438547,1592293,paved street
1592293__4438546,1592293,person
1592293__4438532,1592293,pavement
1592293__4298212,1592293,blue sky
1592293__4298205,1592293,white lines
1592311__1040265,1592311,skiing girl
1592311__1040249,1592311,background
1592311__1040247,1592311,black walkway
1592311__1040251,1592311,watching man
1592320__3715679,1592320,garbage can
1592320__3241554_1902382,1592320,man
1592320__3612138,1592320,floor
1592320__1608587,1592320,carpet
2360728__1860833,2360728,building
2360728__1669388,2360728,black top
2360728__1826802,2360728,woman holding suitcase
2360728__1826805,2360728,suitcase
2360728__3759462,2360728,extended handle
1592321__1608617,1592321,woman
1592321__1608612,1592321,red tablecloth
1592321__1608610,1592321,guy
1592321__1608600,1592321,arm
1592322__4439373_4439383,1592322,paper
1592322__4439423,1592322,wall
1592322__4300705,1592322,colorful magazines
1592322__4270194,1592322,books
1592322__4439399,1592322,persian rug
1592329__4439882,1592329,warm clothing on a person
1592329__4270396,1592329,snow
1592329__4439853,1592329,snow-cover mountain range
1592330__4439921,1592330,blue clocks
1592330__4439889,1592330,tan building
1592330__4439943,1592330,person
1592333__4439991,1592333,black street
1592333__4440013,1592333,person on the street
1592333__4440005,1592333,man
1592334__4440072,1592334,person
1592334__4440030,1592334,blue pants
1592334__4440048,1592334,grass
1592334__4440041_4440036,1592334,man
1592336__4440142,1592336,wall
1592336__4440132,1592336,brown pillow
1592336__4440087,1592336,white shirt
1592336__4440156,1592336,table
1592336__4440092,1592336,woman wearing a tshirt
1592336__4440127,1592336,hair belonging to woman
2378774__4617148,2378774,green tree
2378774__4617185,2378774,trees
2378774__4617165,2378774,bench
2378774__4655777,2378774,concrete sidewalk
2378785__1364760_1364760,2378785,water
2378785__1364754,2378785,head
2378785__1364766_1364766,2378785,legs on bird
2378795__1364562,2378795,green shirt
2378795__1364579,2378795,tree near water
2378795__1364561,2378795,brown elephant
2378795__1364564,2378795,white tusk
2378795__1364563,2378795,elephant has tusk
2378809__557410_557410,2378809,engine on plane
2378809__557413_557413,2378809,front of plane
2378809__557415,2378809,small windows
2378809__557412,2378809,wing of plane
2378818__557296,2378818,white surfboard
2378818__557295,2378818,white ocean
2378830__557185,2378830,window on building
2378830__557174,2378830,black building
2378830__557189,2378830,clear sky
2378830__557184,2378830,tall building
2378830__557173,2378830,white clock
2378834__557146,2378834,woman
2378834__3835930,2378834,water
2378834__557140,2378834,wearing girl
2378834__557143,2378834,lady sitting in a chair
2378834__3835929,2378834,sandy beach
2378866__1363630,2378866,wall
2378866__1363641,2378866,spectators in seats
2378866__1363624,2378866,white tank top
2378866__1363635,2378866,hat
2378866__1363622,2378866,carried racquet
2360752__2589314,2360752,people
2360752__2514065,2360752,parched grass
2360752__2022740,2360752,shade
2360752__2609824,2360752,pine trees
2378873__1363551,2378873,brown handle
2378873__1363558,2378873,floor
2378873__1363554,2378873,light brown case
2378873__1363553,2378873,suitcase
2378873__1363547,2378873,brown luggage
2378873__1363546,2378873,pink tag
2378875__1363530,2378875,shallow water
2378875__1363531,2378875,setting sunset
2378875__3835865,2378875,hills in background
2378875__1363532,2378875,purple mountain
2360757__1997788,2360757,toothbrush
2360757__3759324,2360757,young woman
2360757__2696535,2360757,chair
2360757__2099343,2360757,furniture
2378901__3835772,2378901,plate
2378901__3835774,2378901,glass
2378901__1363180,2378901,brown table
2378901__3835779,2378901,cooked pizza
2378908__556611_556611,2378908,oriental vase
2378908__556612,2378908,striped shirt
2378908__556610,2378908,red lantern
2378908__3835749_3835749,2378908,background
2360761__786114,2360761,foil on table
2360761__786109,2360761,plastic fork
2360761__786120,2360761,sliced bread
2360764__2197277,2360764,floor
2360764__1699941,2360764,dark wooden cabinet
2360764__2543128,2360764,wood cabinets
2360764__2017567,2360764,lower set cabinet
2378955__1362557,2378955,white seat
2378955__1362549,2378955,dispenser on top of wall
2378955__1362554,2378955,dark ground
2378963__556147,2378963,green tree
2378963__556146,2378963,red building
2378963__556150,2378963,curved wire
2378963__556144,2378963,yellow back
2378963__556149,2378963,street printed on sign
2378965__1362421,2378965,riding man
2378965__1362446,2378965,rouge gate
2378965__1362447,2378965,standing people
2378966__4610531,2378966,person holding a fork
2378966__4610488,2378966,white plate
2378966__4401773,2378966,pink fork
2379004__713448,2379004,bright sky
2379004__713450,2379004,grassy field
2379004__713443,2379004,holed kite
2379005__1362070,2379005,small birds
2379005__1362073,2379005,blue sky
2379009__555745,2379009,juice
2379009__555720,2379009,vegetable crisper white drawer
2379009__555741,2379009,plastic jug
2379009__555717,2379009,silk carton
2379022__1361844,2379022,gold shirt
2379022__1361841,2379022,laughing man
2379022__1361847,2379022,man wearing shirt
2379022__1361842,2379022,wii
2360783__1929351,2360783,large planter
